id,read_ratio,insert_ratio,update_ratio,scan_ratio,delete_ratio,key_path,backup_key_path,index_type,throughput,init_table_size,zipf_constant,memory_consumption,thread_num,min,50 percentile,90 percentile,99 percentile,99.9 percentile,99.99 percentile,max,avg,seed,scan_num,latency_variance,latency_sample,data_shift,fitness_of_dataset,fitness_of_bulkload,fitness_of_insert,error_bound,table_size,test_suite,preload_suite
20241208133000,1,0,0,0,0,datasets/covid,,alex,8469281,0,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22,24
20241208133123,0,0,0,0,1,datasets/covid,,alex,20664773,1000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21,24
20241208133203,0,1,0,0,0,datasets/covid,,alex,4898801,1000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21,24
20241208133256,1,0,0,0,0,datasets/covid,,alex,3810232,1000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21,24
20241208133355,0,0,0,0,1,datasets/covid,,alex,20534117,1000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22,24
20241208133506,0,1,0,0,0,datasets/covid,,alex,2817298,1000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22,24
20241208133531,1,0,0,0,0,datasets/covid,,alex,8018015,1000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22,24
20241208133654,0,0,0,0,1,datasets/covid,,alex,23252831,2000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21,24
20241208133737,0,1,0,0,0,datasets/covid,,alex,4598052,2000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21,24
20241208133830,1,0,0,0,0,datasets/covid,,alex,3773772,2000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21,24
20241208133930,0,0,0,0,1,datasets/covid,,alex,23254053,2000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22,24
20241208134040,0,1,0,0,0,datasets/covid,,alex,2855346,2000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22,24
20241208134104,1,0,0,0,0,datasets/covid,,alex,8406276,2000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,22,24
20241208134230,0,0,0,0,1,datasets/covid,,alex,24127272,5000000,0.99,0,1,0,0,0,0,0,0,0,0,1866,100,0,0,0,0,0,0,64,200000000,21,24
