id,read_ratio,insert_ratio,update_ratio,scan_ratio,delete_ratio,key_path,backup_key_path,index_type,throughput,init_table_size,zipf_constant,memory_consumption,thread_num,min,50 percentile,90 percentile,99 percentile,99.9 percentile,99.99 percentile,max,avg,seed,scan_num,latency_variance,latency_sample,data_shift,fitness_of_dataset,fitness_of_bulkload,fitness_of_insert,error_bound,table_size,test_suite,preload_suite,partition_method,partition_num
20250108130635,0,1,0,0,0,datasets/covid,,btreeolc,15793598,100000000,0.99,0,16,169,937,1249,1727,4859,17120,192219,993.35,1866,100,132369,1,0,0,0,0,64,200000000,22,0,direct,1
20250108130657,1,0,0,0,0,datasets/covid,,btreeolc,17467346,100000000,0.99,0,16,103,851,1100,1430,1726,16756,67843,876.922,1866,100,78329.9,1,0,0,0,0,64,200000000,22,0,direct,1
20250108130736,0,1,0,0,0,datasets/covid,,btreeolc,77494007,1000000,0.99,0,16,66,105,252,2025,4055,8854,101047,171.584,1866,100,119146,1,0,0,0,0,64,200000000,41,0,direct,1
20250108130758,1,0,0,0,0,datasets/covid,,btreeolc,17148894,1000000,0.99,0,16,123,867,1117,1452,1756,16853,224111,894.999,1866,100,80427.5,1,0,0,0,0,64,200000000,41,0,direct,1
20250108130857,0,1,0,0,0,datasets/covid,,btreeolc,16602876,1000000,0.99,0,16,115,901,1204,1869,5185,17147,85701,944.814,1866,100,174400,1,0,0,0,0,64,200000000,42,0,direct,1
20250108130918,1,0,0,0,0,datasets/covid,,btreeolc,17105711,1000000,0.99,0,16,123,872,1108,1444,1735,16741,67115,896.211,1866,100,75901,1,0,0,0,0,64,200000000,42,0,direct,1
20250108130958,0,1,0,0,0,datasets/covid,,btreeolc,64398123,2000000,0.99,0,16,70,117,274,2004,3989,8797,140012,187.478,1866,100,114716,1,0,0,0,0,64,200000000,41,0,direct,1
20250108131019,1,0,0,0,0,datasets/covid,,btreeolc,17140776,2000000,0.99,0,16,117,868,1118,1451,1742,16617,227565,895.547,1866,100,77162.8,1,0,0,0,0,64,200000000,41,0,direct,1
20250108131118,0,1,0,0,0,datasets/covid,,btreeolc,16556764,2000000,0.99,0,16,98,904,1205,1870,5203,17165,615192,947.458,1866,100,178898,1,0,0,0,0,64,200000000,42,0,direct,1
20250108131140,1,0,0,0,0,datasets/covid,,btreeolc,17103703,2000000,0.99,0,16,108,869,1106,1444,1766,17266,245872,896.344,1866,100,109678,1,0,0,0,0,64,200000000,42,0,direct,1
